ICD10	OMIM
ICD-10:Q37.5	OMIM:129400
ICD-10:Q37.3	OMIM:129400
ICD-10:Q37.1	OMIM:129400
ICD-10:Q37.2	OMIM:129400
ICD-10:Q37.9	OMIM:129400
ICD-10:Q37.4	OMIM:608864
ICD-10:Q37.0	OMIM:608864
ICD-10:Q37.8	OMIM:608864
ICD-10:Q37.5	OMIM:608864
ICD-10:Q37.3	OMIM:608864
ICD-10:Q37.1	OMIM:608864
ICD-10:Q37.2	OMIM:608864
ICD-10:Q37.9	OMIM:608864
ICD-10:Q37.4	OMIM:610361
ICD-10:Q37.0	OMIM:610361
ICD-10:Q37.8	OMIM:610361
ICD-10:Q37.5	OMIM:610361
ICD-10:Q37.3	OMIM:610361
ICD-10:Q37.1	OMIM:610361
ICD-10:Q37.2	OMIM:610361
ICD-10:Q37.9	OMIM:610361
ICD-10:Q37.4	OMIM:612858
ICD-10:Q37.0	OMIM:612858
ICD-10:Q37.8	OMIM:612858
ICD-10:Q37.5	OMIM:612858
ICD-10:Q37.3	OMIM:612858
ICD-10:Q37.1	OMIM:612858
ICD-10:Q37.2	OMIM:612858
ICD-10:Q37.9	OMIM:612858
ICD-10:Q37.4	OMIM:119530
ICD-10:Q37.0	OMIM:119530
ICD-10:Q37.8	OMIM:119530
ICD-10:Q37.5	OMIM:119530
ICD-10:Q37.3	OMIM:119530
ICD-10:Q37.1	OMIM:119530
ICD-10:Q37.2	OMIM:119530
ICD-10:Q37.9	OMIM:119530
ICD-10:Q37.4	OMIM:608874
ICD-10:Q37.0	OMIM:608874
ICD-10:Q37.8	OMIM:608874
ICD-10:Q37.5	OMIM:608874
ICD-10:Q37.3	OMIM:608874
ICD-10:Q37.1	OMIM:608874
ICD-10:Q37.2	OMIM:608874
ICD-10:Q37.9	OMIM:608874
ICD-10:Q37.4	OMIM:600757
ICD-10:Q37.0	OMIM:600757
ICD-10:Q37.8	OMIM:600757
ICD-10:Q37.5	OMIM:600757
ICD-10:Q37.3	OMIM:600757
ICD-10:Q37.1	OMIM:600757
ICD-10:Q37.2	OMIM:600757
ICD-10:Q37.9	OMIM:600757
ICD-10:Q37.4	OMIM:613705
ICD-10:Q37.0	OMIM:613705
ICD-10:Q37.8	OMIM:613705
ICD-10:Q37.5	OMIM:613705
ICD-10:Q37.3	OMIM:613705
ICD-10:Q37.1	OMIM:613705
ICD-10:Q37.2	OMIM:613705
ICD-10:Q37.9	OMIM:613705
ICD-10:Q37.4	OMIM:600625
ICD-10:Q37.0	OMIM:600625
ICD-10:Q37.8	OMIM:600625
ICD-10:Q37.5	OMIM:600625
ICD-10:Q37.3	OMIM:600625
ICD-10:Q37.1	OMIM:600625
ICD-10:Q37.2	OMIM:600625
ICD-10:Q37.9	OMIM:600625
ICD-10:Q37.4	OMIM:602966
ICD-10:Q37.0	OMIM:602966
ICD-10:Q37.8	OMIM:602966
ICD-10:Q37.5	OMIM:602966
ICD-10:Q37.3	OMIM:602966
ICD-10:Q37.1	OMIM:602966
ICD-10:Q37.2	OMIM:602966
ICD-10:Q37.9	OMIM:602966
ICD-10:E77.8	OMIM:614507
ICD-10:I15.1	OMIM:614496
ICD-10:Q87.8	OMIM:616817
ICD-10:Q87.8	OMIM:616033
ICD-10:G40.3	OMIM:601068
ICD-10:G40.3	OMIM:615127
ICD-10:G40.3	OMIM:607876
ICD-10:G40.3	OMIM:615400
ICD-10:G40.3	OMIM:613608
ICD-10:G11.8	OMIM:616055
ICD-10:Q87.8	OMIM:264480
ICD-10:Q04.2	OMIM:601370
ICD-10:Q04.2	OMIM:614226
ICD-10:Q04.2	OMIM:147250
ICD-10:Q04.2	OMIM:236100
ICD-10:Q04.2	OMIM:609408
ICD-10:Q04.2	OMIM:610828
ICD-10:Q04.2	OMIM:142945
ICD-10:Q04.2	OMIM:142946
ICD-10:Q04.2	OMIM:619895
ICD-10:Q04.2	OMIM:605934
ICD-10:Q04.2	OMIM:612530
ICD-10:Q87.8	OMIM:236110
ICD-10:Q87.8	OMIM:260555
ICD-10:G11.4	OMIM:182820
ICD-10:Q87.8	OMIM:600331
ICD-10:G11.4	OMIM:182690
ICD-10:G11.4	OMIM:182815
ICD-10:G11.4	OMIM:604360
ICD-10:G20	OMIM:300557
ICD-10:G20	OMIM:605909
ICD-10:G20	OMIM:616840
ICD-10:G20	OMIM:606852
ICD-10:G20	OMIM:600116
ICD-10:G20	OMIM:613643
ICD-10:G20	OMIM:610297
ICD-10:G20	OMIM:602404
ICD-10:G20	OMIM:606324
ICD-10:G82.1	OMIM:309560
ICD-10:D84.1	OMIM:106100
ICD-10:T78.3	OMIM:610618
ICD-10:T78.3	OMIM:300909
ICD-10:Q87.0	OMIM:614744
ICD-10:Q87.0	OMIM:604185
ICD-10:I49.8	OMIM:613600
ICD-10:Q87.8	OMIM:614104
ICD-10:Q99.8	OMIM:179613
ICD-10:D46.7	OMIM:153550
ICD-10:G71.3	OMIM:500009
ICD-10:Q80.8	OMIM:146800
ICD-10:Q80.8	OMIM:242150
ICD-10:Q80.8	OMIM:148210
ICD-10:Q80.8	OMIM:602540
ICD-10:G71.2	OMIM:254090
ICD-10:G71.2	OMIM:616470
ICD-10:Q11.2	OMIM:611222
ICD-10:Q77.7	OMIM:608728
ICD-10:D68.5	OMIM:612336
ICD-10:D68.5	OMIM:614514
ICD-10:Q80.0	OMIM:146600
ICD-10:G11.1	OMIM:614229
ICD-10:E85.0	OMIM:611762
ICD-10:Q87.0	OMIM:303600
ICD-10:Q87.8	OMIM:139750
ICD-10:Q33.8	OMIM:130710
ICD-10:Q55.0	OMIM:273250
ICD-10:D84.1	OMIM:610984
ICD-10:H35.5	OMIM:268100
ICD-10:Q82.8	OMIM:248300
ICD-10:Q87.8	OMIM:218010
ICD-10:Q87.8	OMIM:214800
ICD-10:Q87.8	OMIM:218900
ICD-10:Q87.8	OMIM:619420
ICD-10:Q87.8	OMIM:212720
ICD-10:Q87.8	OMIM:616145
ICD-10:G61.0	OMIM:139393
ICD-10:D84.8	OMIM:616669
ICD-10:D84.8	OMIM:616636
ICD-10:H35.5	OMIM:300578
ICD-10:Q77.7	OMIM:613330
ICD-10:Q93.5	OMIM:613443
ICD-10:M85.0	OMIM:607278
ICD-10:G11.0	OMIM:601238
ICD-10:N13.7	OMIM:615963
ICD-10:N13.7	OMIM:613674
ICD-10:N13.7	OMIM:193000
ICD-10:N13.7	OMIM:610878
ICD-10:N13.7	OMIM:615390
ICD-10:N13.7	OMIM:614319
ICD-10:N13.7	OMIM:614318
ICD-10:N13.7	OMIM:614317
ICD-10:E77.8	OMIM:607091
ICD-10:G11.8	OMIM:607458
ICD-10:E80.2	OMIM:176200
ICD-10:G04.1	OMIM:159580
ICD-10:G71.0	OMIM:600416
ICD-10:G71.0	OMIM:619477
ICD-10:G71.0	OMIM:619478
ICD-10:G71.0	OMIM:158900
ICD-10:G71.0	OMIM:158901
ICD-10:Q82.8	OMIM:149200
ICD-10:Q30.2	OMIM:109740
ICD-10:Q30.2	OMIM:210400
ICD-10:Q89.7	OMIM:613404
ICD-10:Q89.7	OMIM:208085
ICD-10:Q18.8	OMIM:151630
ICD-10:G90.5	OMIM:604335
ICD-10:Q87.2	OMIM:613689
ICD-10:Q82.8	OMIM:243150
ICD-10:G71.0	OMIM:310300
ICD-10:I42.0	OMIM:605362
ICD-10:G70.2	OMIM:616720
ICD-10:G70.2	OMIM:615120
ICD-10:G70.2	OMIM:254210
ICD-10:G70.2	OMIM:617239
ICD-10:G70.2	OMIM:617143
ICD-10:G70.2	OMIM:618323
ICD-10:G70.2	OMIM:616330
ICD-10:G70.2	OMIM:616040
ICD-10:G70.2	OMIM:618198
ICD-10:G70.2	OMIM:618197
ICD-10:Q87.8	OMIM:612938
ICD-10:G82.4	OMIM:612900
ICD-10:G82.4	OMIM:617008
ICD-10:H18.5	OMIM:122000
ICD-10:N04.8	OMIM:616893
ICD-10:N04.1	OMIM:616893
ICD-10:N04.3	OMIM:616893
ICD-10:N04.8	OMIM:616892
ICD-10:N04.1	OMIM:616892
ICD-10:N04.3	OMIM:616892
ICD-10:N04.8	OMIM:600995
ICD-10:N04.1	OMIM:600995
ICD-10:N04.3	OMIM:600995
ICD-10:N04.8	OMIM:616032
ICD-10:N04.1	OMIM:616032
ICD-10:N04.3	OMIM:616032
ICD-10:N04.8	OMIM:615861
ICD-10:N04.1	OMIM:615861
ICD-10:N04.3	OMIM:615861
ICD-10:N04.8	OMIM:614196
ICD-10:N04.1	OMIM:614196
ICD-10:N04.3	OMIM:614196
ICD-10:N04.8	OMIM:612551
ICD-10:N04.1	OMIM:612551
ICD-10:N04.3	OMIM:612551
ICD-10:N04.8	OMIM:616730
ICD-10:N04.1	OMIM:616730
ICD-10:N04.3	OMIM:616730
ICD-10:N04.8	OMIM:613237
ICD-10:N04.1	OMIM:613237
ICD-10:N04.3	OMIM:613237
ICD-10:N04.8	OMIM:607832
ICD-10:N04.1	OMIM:607832
ICD-10:N04.3	OMIM:607832
ICD-10:N04.8	OMIM:619201
ICD-10:N04.1	OMIM:619201
ICD-10:N04.3	OMIM:619201
ICD-10:N04.8	OMIM:256370
ICD-10:N04.1	OMIM:256370
ICD-10:N04.3	OMIM:256370
ICD-10:N04.8	OMIM:619155
ICD-10:N04.1	OMIM:619155
ICD-10:N04.3	OMIM:619155
ICD-10:N04.8	OMIM:616002
ICD-10:N04.1	OMIM:616002
ICD-10:N04.3	OMIM:616002
ICD-10:N04.8	OMIM:615573
ICD-10:N04.1	OMIM:615573
ICD-10:N04.3	OMIM:615573
ICD-10:N04.8	OMIM:301028
ICD-10:N04.1	OMIM:301028
ICD-10:N04.3	OMIM:301028
ICD-10:N04.8	OMIM:610725
ICD-10:N04.1	OMIM:610725
ICD-10:N04.3	OMIM:610725
ICD-10:N04.8	OMIM:603965
ICD-10:N04.1	OMIM:603965
ICD-10:N04.3	OMIM:603965
ICD-10:N04.8	OMIM:616220
ICD-10:N04.1	OMIM:616220
ICD-10:N04.3	OMIM:616220
ICD-10:N04.8	OMIM:614131
ICD-10:N04.1	OMIM:614131
ICD-10:N04.3	OMIM:614131
ICD-10:N04.8	OMIM:618178
ICD-10:N04.1	OMIM:618178
ICD-10:N04.3	OMIM:618178
ICD-10:N04.8	OMIM:618176
ICD-10:N04.1	OMIM:618176
ICD-10:N04.3	OMIM:618176
ICD-10:N04.8	OMIM:618177
ICD-10:N04.1	OMIM:618177
ICD-10:N04.3	OMIM:618177
ICD-10:N04.8	OMIM:615244
ICD-10:N04.1	OMIM:615244
ICD-10:N04.3	OMIM:615244
ICD-10:N04.8	OMIM:603278
ICD-10:N04.1	OMIM:603278
ICD-10:N04.3	OMIM:603278
ICD-10:Q61.2	OMIM:600273
ICD-10:E72.8	OMIM:606762
ICD-10:L98.8	OMIM:221800
ICD-10:O26.8	OMIM:178995
ICD-10:Q87.0	OMIM:617635
ICD-10:Q87.8	OMIM:618619
ICD-10:E88.8	OMIM:618881
ICD-10:D57.2	OMIM:603903
ICD-10:D57.0	OMIM:603903
ICD-10:D57.1	OMIM:603903
ICD-10:Q87.1	OMIM:241410
ICD-10:Q87.8	OMIM:601427
ICD-10:Q87.0	OMIM:300867
ICD-10:Q87.0	OMIM:147920
ICD-10:Q87.5	OMIM:259690
ICD-10:Q87.8	OMIM:244300
ICD-10:Q87.2	OMIM:183800
ICD-10:E34.3	OMIM:262500
ICD-10:E88.8	OMIM:618412
ICD-10:Q75.4	OMIM:614613
ICD-10:Q75.4	OMIM:101800
ICD-10:Q87.8	OMIM:300209
ICD-10:Q87.8	OMIM:263630
ICD-10:D12.6	OMIM:175500
ICD-10:Q70.4	OMIM:175690
ICD-10:I34.1	OMIM:607829
ICD-10:I34.1	OMIM:157700
ICD-10:I34.1	OMIM:610840
ICD-10:C71.9	OMIM:612219
ICD-10:E70.3	OMIM:214450
ICD-10:H47.2	OMIM:165300
ICD-10:I42.0	OMIM:115200
ICD-10:Q78.4	OMIM:137360
ICD-10:D51.2	OMIM:275350
ICD-10:Q87.8	OMIM:616723
ICD-10:Q87.8	OMIM:613795
ICD-10:Q87.8	OMIM:617051
ICD-10:E76.2	OMIM:252920
ICD-10:E76.2	OMIM:252930
ICD-10:E76.2	OMIM:252940
ICD-10:E76.2	OMIM:252900
ICD-10:D81.8	OMIM:615468
ICD-10:G60.0	OMIM:615490
ICD-10:E78.4	OMIM:614025
ICD-10:D84.8	OMIM:609628
ICD-10:D69.4	OMIM:615193
ICD-10:D69.4	OMIM:619271
ICD-10:D69.4	OMIM:187800
ICD-10:D69.4	OMIM:619840
ICD-10:D69.4	OMIM:613112
ICD-10:Q87.8	OMIM:300707
ICD-10:D81.1	OMIM:602450
ICD-10:Q04.3	OMIM:617127
ICD-10:Q04.3	OMIM:277170
ICD-10:Q87.0	OMIM:165590
ICD-10:Q87.0	OMIM:252100
ICD-10:Q87.0	OMIM:311200
ICD-10:Q87.0	OMIM:258860
ICD-10:Q87.0	OMIM:300484
ICD-10:Q87.0	OMIM:258850
ICD-10:G71.2	OMIM:613869
ICD-10:Q87.8	OMIM:613398
ICD-10:Q87.0	OMIM:201000
ICD-10:Q87.0	OMIM:614976
ICD-10:K76.8	OMIM:617068
ICD-10:Q87.8	OMIM:616975
ICD-10:Q93.5	OMIM:612337
ICD-10:G71.2	OMIM:605637
ICD-10:G71.2	OMIM:613155
ICD-10:G71.2	OMIM:613156
ICD-10:G71.2	OMIM:613151
ICD-10:G71.2	OMIM:615351
ICD-10:E77.8	OMIM:609180
ICD-10:Q82.8	OMIM:601952
ICD-10:E75.2	OMIM:615889
ICD-10:H35.5	OMIM:605472
ICD-10:H35.5	OMIM:611383
ICD-10:H35.5	OMIM:276901
ICD-10:G40.0	OMIM:617118
ICD-10:G40.0	OMIM:617116
ICD-10:G40.0	OMIM:604364
ICD-10:D66	OMIM:306700
ICD-10:E71.3	OMIM:255120
ICD-10:Q04.8	OMIM:304340
ICD-10:Q87.8	OMIM:220220
ICD-10:Q87.8	OMIM:247410
ICD-10:G71.3	OMIM:604377
ICD-10:G71.3	OMIM:615119
ICD-10:G71.3	OMIM:616500
ICD-10:G71.3	OMIM:616501
ICD-10:Q78.8	OMIM:166705
ICD-10:Q87.8	OMIM:612109
ICD-10:Q79.6	OMIM:612350
ICD-10:G11.8	OMIM:608703
ICD-10:G11.2	OMIM:608687
ICD-10:G11.2	OMIM:609306
ICD-10:C43.9	OMIM:155600
ICD-10:C43.9	OMIM:606719
ICD-10:D17.9	OMIM:206550
ICD-10:E88.2	OMIM:151900
ICD-10:E75.2	OMIM:617762
ICD-10:Q04.3	OMIM:615752
ICD-10:Q04.3	OMIM:616531
ICD-10:Q04.3	OMIM:300388
ICD-10:E78.6	OMIM:618463
ICD-10:E78.6	OMIM:604091
ICD-10:G11.4	OMIM:613364
ICD-10:E66.8	OMIM:618406
ICD-10:Q87.8	OMIM:615668
ICD-10:Q15.0	OMIM:602482
ICD-10:Q15.0	OMIM:601631
ICD-10:H18.5	OMIM:122400
ICD-10:Q75.0	OMIM:190440
ICD-10:Q75.0	OMIM:614485
ICD-10:Q87.0	OMIM:314320
ICD-10:L67.8	OMIM:190360
ICD-10:Q87.0	OMIM:275595
ICD-10:Q87.1	OMIM:275400
ICD-10:Q81.0	OMIM:601001
ICD-10:Q81.0	OMIM:619599
ICD-10:E23.0	OMIM:312000
ICD-10:E23.0	OMIM:262600
ICD-10:E77.8	OMIM:612379
ICD-10:Q87.0	OMIM:201020
ICD-10:L65.8	OMIM:613981
ICD-10:L65.8	OMIM:146520
ICD-10:Q77.2	OMIM:263520
ICD-10:H90.3	OMIM:124900
ICD-10:Q20.3	OMIM:608808
ICD-10:Q20.3	OMIM:613854
ICD-10:D58.8	OMIM:185020
ICD-10:E70.3	OMIM:614072
ICD-10:E70.3	OMIM:614074
ICD-10:E70.3	OMIM:614075
ICD-10:A81.8	OMIM:245300
ICD-10:D81.1	OMIM:233650
ICD-10:G10	OMIM:604802
ICD-10:G10	OMIM:603218
ICD-10:H35.5	OMIM:143200
ICD-10:C15.2	OMIM:614266
ICD-10:C15.5	OMIM:614266
ICD-10:D23.4	OMIM:162900
ICD-10:Q68.8	OMIM:617822
ICD-10:Q87.8	OMIM:615541
ICD-10:G50.8	OMIM:122450
ICD-10:D82.3	OMIM:618131
ICD-10:I49.8	OMIM:617173
ICD-10:C49.9	OMIM:613325
ICD-10:C49.9	OMIM:609322
ICD-10:Q81.0	OMIM:131900
ICD-10:E85.4	OMIM:105210
ICD-10:Q11.2	OMIM:309800
ICD-10:Q11.2	OMIM:300166
ICD-10:K00.5	OMIM:125440
ICD-10:D69.4	OMIM:616216
ICD-10:D69.4	OMIM:601399
ICD-10:D68.2	OMIM:227600
ICD-10:I47.2	OMIM:615441
ICD-10:I47.2	OMIM:611938
ICD-10:I47.2	OMIM:604772
ICD-10:I47.2	OMIM:614021
ICD-10:I47.2	OMIM:614916
ICD-10:M31.4	OMIM:207600
ICD-10:D81.1	OMIM:243700
ICD-10:E88.8	OMIM:613710
ICD-10:F78.1	OMIM:300114
ICD-10:E26.8	OMIM:300971
ICD-10:Q87.8	OMIM:610253
ICD-10:G60.0	OMIM:606595
ICD-10:Q45.8	OMIM:615415
ICD-10:Q45.8	OMIM:208540
ICD-10:G90.8	OMIM:223360
ICD-10:Q84.5	OMIM:260130
ICD-10:Q84.5	OMIM:167210
ICD-10:Q84.5	OMIM:167200
ICD-10:Q84.5	OMIM:615728
ICD-10:Q84.5	OMIM:615726
ICD-10:Q71.8	OMIM:147750
ICD-10:Q43.8	OMIM:615237
ICD-10:Q43.8	OMIM:300048
ICD-10:Q93.5	OMIM:147791
ICD-10:Q43.8	OMIM:243150
ICD-10:Q43.8	OMIM:619708
ICD-10:Q87.8	OMIM:243440
ICD-10:E71.3	OMIM:605911
ICD-10:L50.2	OMIM:120100
ICD-10:G11.4	OMIM:601162
ICD-10:E74.3	OMIM:222900
ICD-10:G11.8	OMIM:611907
ICD-10:E72.5	OMIM:617301
ICD-10:K80.8	OMIM:600803
ICD-10:G96.8	OMIM:601536
ICD-10:E70.8	OMIM:229100
ICD-10:Q70.1	OMIM:186100
ICD-10:H47.2	OMIM:311050
ICD-10:Q70.3	OMIM:609815
ICD-10:I49.0	OMIM:612956
ICD-10:I49.0	OMIM:603829
ICD-10:D47.9	OMIM:605233
ICD-10:E75.2	OMIM:271900
ICD-10:Q87.8	OMIM:251260
ICD-10:F84.8	OMIM:618218
ICD-10:D69.4	OMIM:619130
ICD-10:D69.4	OMIM:616913
ICD-10:D55.2	OMIM:615512
ICD-10:C91.1	OMIM:609630
ICD-10:C91.1	OMIM:109543
ICD-10:C91.1	OMIM:612558
ICD-10:C91.1	OMIM:612559
ICD-10:C91.1	OMIM:612557
ICD-10:C91.1	OMIM:151400
ICD-10:Q82.8	OMIM:175850
ICD-10:C43.9	OMIM:614456
ICD-10:E71.1	OMIM:250951
ICD-10:E72.8	OMIM:231950
ICD-10:G93.4	OMIM:616139
ICD-10:G93.4	OMIM:613970
ICD-10:E24.8	OMIM:219080
ICD-10:E24.8	OMIM:615954
ICD-10:Q87.8	OMIM:616708
ICD-10:D64.0	OMIM:557000
ICD-10:Q87.0	OMIM:101400
ICD-10:Q87.0	OMIM:180750
ICD-10:G71.0	OMIM:310200
ICD-10:Q99.8	OMIM:300801
ICD-10:E88.8	OMIM:613070
ICD-10:E27.1	OMIM:300200
ICD-10:E27.1	OMIM:202155
ICD-10:Q79.8	OMIM:312150
ICD-10:D69.4	OMIM:188025
ICD-10:D69.4	OMIM:617443
ICD-10:E74.0	OMIM:613507
ICD-10:G50.0	OMIM:190400
ICD-10:I42.0	OMIM:615235
ICD-10:I42.0	OMIM:615916
ICD-10:I42.0	OMIM:613426
ICD-10:I42.0	OMIM:613424
ICD-10:I42.0	OMIM:613252
ICD-10:I42.0	OMIM:608569
ICD-10:I42.0	OMIM:609909
ICD-10:I42.0	OMIM:611879
ICD-10:I42.0	OMIM:611878
ICD-10:I42.0	OMIM:612158
ICD-10:I42.0	OMIM:601154
ICD-10:I42.0	OMIM:612877
ICD-10:I42.0	OMIM:619492
ICD-10:I42.0	OMIM:611880
ICD-10:I42.0	OMIM:618189
ICD-10:I42.0	OMIM:611407
ICD-10:I42.0	OMIM:604288
ICD-10:I42.0	OMIM:302045
ICD-10:I42.0	OMIM:609915
ICD-10:I42.0	OMIM:604145
ICD-10:I42.0	OMIM:613642
ICD-10:I42.0	OMIM:607482
ICD-10:I42.0	OMIM:614672
ICD-10:I42.0	OMIM:613286
ICD-10:I42.0	OMIM:613172
ICD-10:I42.0	OMIM:601494
ICD-10:I42.0	OMIM:601493
ICD-10:I42.0	OMIM:600884
ICD-10:I42.0	OMIM:615396
ICD-10:I42.0	OMIM:615184
ICD-10:I42.0	OMIM:613697
ICD-10:I42.0	OMIM:613694
ICD-10:I42.0	OMIM:615373
ICD-10:I42.0	OMIM:605582
ICD-10:I42.0	OMIM:613122
ICD-10:I42.0	OMIM:620203
ICD-10:I42.0	OMIM:606685
ICD-10:I42.0	OMIM:604765
ICD-10:I42.0	OMIM:619747
ICD-10:I42.0	OMIM:611615
ICD-10:I42.0	OMIM:619897
ICD-10:I42.0	OMIM:615248
ICD-10:I42.0	OMIM:619371
ICD-10:I42.0	OMIM:613881
ICD-10:Q75.8	OMIM:604757
ICD-10:Q87.8	OMIM:123150
ICD-10:Q87.8	OMIM:123560
ICD-10:G24.1	OMIM:612067
ICD-10:E77.8	OMIM:608093
ICD-10:Q82.8	OMIM:613075
ICD-10:Q61.5	OMIM:613092
ICD-10:Q92.3	OMIM:613174
ICD-10:Q87.0	OMIM:101600
ICD-10:G71.2	OMIM:618414
ICD-10:Q87.8	OMIM:618440
ICD-10:D55.1	OMIM:619199
ICD-10:G12.1	OMIM:211530
ICD-10:E74.4	OMIM:614741
ICD-10:G11.1	OMIM:609033
ICD-10:Q79.6	OMIM:614170
ICD-10:Q79.6	OMIM:229200
ICD-10:Q75.0	OMIM:616602
ICD-10:Q75.0	OMIM:123100
ICD-10:Q75.0	OMIM:615314
ICD-10:K83.1	OMIM:243300
ICD-10:Q25.7	OMIM:265140
ICD-10:C49.9	OMIM:117600
ICD-10:Q87.8	OMIM:181270
ICD-10:J84.1	OMIM:616373
ICD-10:J84.1	OMIM:616371
ICD-10:J84.1	OMIM:619611
ICD-10:J84.1	OMIM:178500
ICD-10:G23.1	OMIM:609454
ICD-10:G23.1	OMIM:610898
ICD-10:G23.1	OMIM:601104
ICD-10:G60.0	OMIM:616687
ICD-10:Q76.3	OMIM:613678
ICD-10:N25.1	OMIM:304800
ICD-10:N25.1	OMIM:125800
ICD-10:E20.8	OMIM:307700
ICD-10:Q87.8	OMIM:307500
ICD-10:E29.1	OMIM:241090
ICD-10:E28.3	OMIM:241090
ICD-10:Q87.8	OMIM:146255
ICD-10:E20.8	OMIM:601198
ICD-10:E20.8	OMIM:615361
ICD-10:E88.8	OMIM:614299
ICD-10:F70	OMIM:300919
ICD-10:F71	OMIM:300919
ICD-10:F72	OMIM:300919
ICD-10:F73	OMIM:300919
ICD-10:F70	OMIM:301013
ICD-10:F71	OMIM:301013
ICD-10:F72	OMIM:301013
ICD-10:F73	OMIM:301013
ICD-10:F70	OMIM:300802
ICD-10:F71	OMIM:300802
ICD-10:F72	OMIM:300802
ICD-10:F73	OMIM:300802
ICD-10:F70	OMIM:300803
ICD-10:F71	OMIM:300803
ICD-10:F72	OMIM:300803
ICD-10:F73	OMIM:300803
ICD-10:F70	OMIM:300454
ICD-10:F71	OMIM:300454
ICD-10:F72	OMIM:300454
ICD-10:F73	OMIM:300454
ICD-10:F70	OMIM:300978
ICD-10:F71	OMIM:300978
ICD-10:F72	OMIM:300978
ICD-10:F73	OMIM:300978
ICD-10:F70	OMIM:300558
ICD-10:F71	OMIM:300558
ICD-10:F72	OMIM:300558
ICD-10:F73	OMIM:300558
ICD-10:F70	OMIM:300436
ICD-10:F71	OMIM:300436
ICD-10:F72	OMIM:300436
ICD-10:F73	OMIM:300436
ICD-10:F70	OMIM:300433
ICD-10:F71	OMIM:300433
ICD-10:F72	OMIM:300433
ICD-10:F73	OMIM:300433
ICD-10:F70	OMIM:300518
ICD-10:F71	OMIM:300518
ICD-10:F72	OMIM:300518
ICD-10:F73	OMIM:300518
ICD-10:F70	OMIM:300143
ICD-10:F71	OMIM:300143
ICD-10:F72	OMIM:300143
ICD-10:F73	OMIM:300143
ICD-10:F70	OMIM:300428
ICD-10:F71	OMIM:300428
ICD-10:F72	OMIM:300428
ICD-10:F73	OMIM:300428
ICD-10:F70	OMIM:309549
ICD-10:F71	OMIM:309549
ICD-10:F72	OMIM:309549
ICD-10:F73	OMIM:309549
ICD-10:F70	OMIM:300271
ICD-10:F71	OMIM:300271
ICD-10:F72	OMIM:300271
ICD-10:F73	OMIM:300271
ICD-10:F70	OMIM:300505
ICD-10:F71	OMIM:300505
ICD-10:F72	OMIM:300505
ICD-10:F73	OMIM:300505
ICD-10:F70	OMIM:300046
ICD-10:F71	OMIM:300046
ICD-10:F72	OMIM:300046
ICD-10:F73	OMIM:300046
ICD-10:F70	OMIM:300047
ICD-10:F71	OMIM:300047
ICD-10:F72	OMIM:300047
ICD-10:F73	OMIM:300047
ICD-10:F70	OMIM:300844
ICD-10:F71	OMIM:300844
ICD-10:F72	OMIM:300844
ICD-10:F73	OMIM:300844
ICD-10:F70	OMIM:300849
ICD-10:F71	OMIM:300849
ICD-10:F72	OMIM:300849
ICD-10:F73	OMIM:300849
ICD-10:F70	OMIM:300848
ICD-10:F71	OMIM:300848
ICD-10:F72	OMIM:300848
ICD-10:F73	OMIM:300848
ICD-10:F70	OMIM:300928
ICD-10:F71	OMIM:300928
ICD-10:F72	OMIM:300928
ICD-10:F73	OMIM:300928
ICD-10:F70	OMIM:300372
ICD-10:F71	OMIM:300372
ICD-10:F72	OMIM:300372
ICD-10:F73	OMIM:300372
ICD-10:F70	OMIM:300062
ICD-10:F71	OMIM:300062
ICD-10:F72	OMIM:300062
ICD-10:F73	OMIM:300062
ICD-10:F70	OMIM:300705
ICD-10:F71	OMIM:300705
ICD-10:F72	OMIM:300705
ICD-10:F73	OMIM:300705
ICD-10:F70	OMIM:300387
ICD-10:F71	OMIM:300387
ICD-10:F72	OMIM:300387
ICD-10:F73	OMIM:300387
ICD-10:F70	OMIM:300716
ICD-10:F71	OMIM:300716
ICD-10:F72	OMIM:300716
ICD-10:F73	OMIM:300716
ICD-10:F70	OMIM:300498
ICD-10:F71	OMIM:300498
ICD-10:F72	OMIM:300498
ICD-10:F73	OMIM:300498
ICD-10:F70	OMIM:300324
ICD-10:F71	OMIM:300324
ICD-10:F72	OMIM:300324
ICD-10:F73	OMIM:300324
ICD-10:F70	OMIM:300419
ICD-10:F71	OMIM:300419
ICD-10:F72	OMIM:300419
ICD-10:F73	OMIM:300419
ICD-10:F70	OMIM:300851
ICD-10:F71	OMIM:300851
ICD-10:F72	OMIM:300851
ICD-10:F73	OMIM:300851
ICD-10:F70	OMIM:300852
ICD-10:F71	OMIM:300852
ICD-10:F72	OMIM:300852
ICD-10:F73	OMIM:300852
ICD-10:F70	OMIM:300850
ICD-10:F71	OMIM:300850
ICD-10:F72	OMIM:300850
ICD-10:F73	OMIM:300850
ICD-10:F70	OMIM:309530
ICD-10:F71	OMIM:309530
ICD-10:F72	OMIM:309530
ICD-10:F73	OMIM:309530
ICD-10:F70	OMIM:300115
ICD-10:F71	OMIM:300115
ICD-10:F72	OMIM:300115
ICD-10:F73	OMIM:300115
ICD-10:F70	OMIM:300983
ICD-10:F71	OMIM:300983
ICD-10:F72	OMIM:300983
ICD-10:F73	OMIM:300983
ICD-10:F70	OMIM:300984
ICD-10:F71	OMIM:300984
ICD-10:F72	OMIM:300984
